it nTrial nWin nCatch RMSerror.start RMSerror.antic RMSerror.win RMSerror.nowin GLT.w-n GLT.a-w GLT.a-n GLT.a-w-n r.win r.nowin
98 29 8 0 0.25070 0.25130 0.32600 0.27700 0.31640 0.41000 0.36600 0.56730 0.018 0.036
99 29 8 0 0.25440 0.28680 0.32740 0.28420 0.31420 0.39150 0.32840 0.51780 -0.028 -0.032
100 29 8 0 0.27970 0.25130 0.37360 0.27590 0.29040 0.46250 0.39810 0.66380 0.007 0.146
1 29 8 5 0.25150 0.24000 0.35080 0.27170 0.29830 0.43070 0.37470 0.61330 -0.036 0.018
2 29 8 5 0.24820 0.24240 0.33310 0.27380 0.30860 0.40750 0.35520 0.56930 0.011 -0.065
3 29 8 5 0.25950 0.25390 0.34810 0.26670 0.30900 0.41830 0.34690 0.57250 0.002 -0.039
4 29 8 5 0.27500 0.23930 0.34430 0.27330 0.27910 0.42910 0.38230 0.62320 -0.060 0.043
5 29 8 5 0.27870 0.27420 0.35530 0.29880 0.30020 0.41330 0.34650 0.58400 -0.003 -0.117
6 29 8 5 0.26230 0.24930 0.33990 0.27490 0.30830 0.41220 0.35330 0.57330 -0.019 -0.039
7 29 8 5 0.24630 0.25660 0.35600 0.26560 0.31450 0.41710 0.35040 0.57380 -0.036 -0.066
8 29 8 5 0.24660 0.24070 0.32060 0.27780 0.31600 0.40970 0.37140 0.57270 -0.001 -0.019
9 29 8 5 0.27500 0.24070 0.34930 0.28660 0.29900 0.42260 0.38370 0.61860 -0.012 -0.060
10 29 8 5 0.23470 0.23950 0.34890 0.25760 0.33260 0.42230 0.35450 0.56930 0.075 -0.065
11 29 8 5 0.27760 0.24130 0.31660 0.29540 0.29740 0.40300 0.37600 0.58700 0.052 -0.099
12 29 8 5 0.27520 0.25580 0.35570 0.27560 0.29190 0.41260 0.35550 0.59030 -0.096 0.035
13 29 8 5 0.26770 0.25110 0.34160 0.29410 0.30170 0.40170 0.34840 0.57610 0.017 -0.095
14 29 8 5 0.25100 0.25240 0.32850 0.28660 0.28870 0.40460 0.35400 0.57620 0.051 -0.053
15 29 8 5 0.24560 0.23760 0.35570 0.27200 0.32930 0.41700 0.34660 0.57420 -0.071 -0.011
16 29 8 5 0.24960 0.25270 0.34180 0.30140 0.30520 0.40390 0.34430 0.57650 -0.014 -0.117
17 29 8 5 0.26100 0.24030 0.34280 0.28880 0.28720 0.40910 0.36150 0.59890 -0.052 -0.053
18 29 8 5 0.27510 0.24580 0.34360 0.28370 0.28420 0.42360 0.37990 0.61730 0.014 -0.025
19 29 8 5 0.23610 0.24300 0.31900 0.27270 0.27840 0.38920 0.34070 0.55420 -0.019 -0.074
20 29 8 5 0.27520 0.24200 0.33420 0.30120 0.29860 0.42030 0.38900 0.61860 0.014 -0.073
21 29 8 5 0.28140 0.25200 0.33420 0.29750 0.27930 0.41010 0.37270 0.60480 0.055 -0.063
22 29 8 5 0.26930 0.23570 0.31840 0.28440 0.27900 0.40420 0.37380 0.59330 0.075 -0.082
23 29 8 5 0.25570 0.24600 0.37410 0.28120 0.32480 0.41250 0.35260 0.58950 -0.085 -0.056
24 29 8 5 0.25580 0.24490 0.36400 0.26610 0.30210 0.42010 0.34610 0.59020 -0.048 -0.018
25 29 8 5 0.29440 0.25000 0.36640 0.29150 0.30250 0.47210 0.40840 0.67450 -0.034 0.027
26 29 8 5 0.31660 0.24660 0.36680 0.31610 0.30510 0.46740 0.42890 0.69500 -0.017 0.027
27 29 8 5 0.29390 0.24200 0.36570 0.30640 0.30580 0.46120 0.41910 0.68110 -0.006 -0.007
28 29 8 5 0.27830 0.23950 0.34710 0.29260 0.28340 0.44780 0.41000 0.66110 -0.061 0.053
29 29 8 5 0.25200 0.24950 0.33950 0.28490 0.27700 0.39060 0.34850 0.57570 -0.036 -0.005
30 29 8 5 0.32420 0.24500 0.37800 0.33240 0.30330 0.45720 0.41700 0.69590 -0.003 0.009
31 29 8 5 0.26370 0.25440 0.36190 0.29580 0.29410 0.42320 0.36200 0.61430 -0.008 -0.068
32 29 8 5 0.27660 0.24310 0.36910 0.30000 0.28370 0.44230 0.39440 0.66170 0.010 -0.003
33 29 8 5 0.28710 0.24950 0.35400 0.30240 0.30630 0.43870 0.38260 0.63200 -0.075 -0.027
34 29 8 5 0.29400 0.25320 0.38920 0.30080 0.30380 0.41660 0.35370 0.61980 -0.025 -0.046
35 29 8 5 0.25780 0.23770 0.35620 0.25780 0.31130 0.42810 0.35820 0.59290 -0.096 0.048
36 29 8 5 0.26910 0.23790 0.32510 0.27740 0.30280 0.43250 0.38820 0.61010 0.014 0.001
37 29 8 5 0.30250 0.25910 0.37100 0.28350 0.32440 0.51240 0.45100 0.71530 -0.012 0.108
38 29 8 5 0.32960 0.25460 0.38720 0.33340 0.29070 0.46060 0.41940 0.70700 -0.028 -0.057
39 29 8 5 0.28060 0.24670 0.33050 0.28880 0.29280 0.43460 0.40180 0.62950 0.067 -0.056
40 29 8 5 0.30140 0.24300 0.38980 0.32360 0.31050 0.49210 0.43510 0.72990 0.069 -0.031
41 29 8 5 0.29150 0.24630 0.35680 0.30500 0.29020 0.42600 0.39370 0.64180 -0.036 0.023
42 29 8 5 0.25290 0.23680 0.34050 0.26380 0.29660 0.42190 0.36220 0.59210 -0.087 0.036
43 29 8 5 0.25250 0.24290 0.32250 0.27350 0.29110 0.41210 0.37590 0.58830 0.054 -0.062
44 29 8 5 0.25820 0.25050 0.34990 0.28400 0.31660 0.40680 0.36400 0.58140 0.011 -0.013
45 29 8 5 0.28380 0.23780 0.33530 0.29940 0.29450 0.42860 0.40340 0.63660 0.114 -0.087
46 29 8 5 0.28730 0.25080 0.33530 0.31200 0.30190 0.43560 0.41230 0.64460 0.064 -0.088
47 29 8 5 0.26890 0.26350 0.38780 0.28270 0.31510 0.42820 0.35340 0.60810 0.006 -0.083
48 29 8 5 0.26580 0.24600 0.33040 0.28320 0.29020 0.41070 0.37860 0.59710 -0.021 -0.058
49 29 8 5 0.27980 0.25320 0.35730 0.28720 0.29000 0.46440 0.40510 0.66460 0.038 0.048
50 29 8 5 0.26710 0.25370 0.33820 0.27300 0.28850 0.42220 0.38210 0.60460 -0.047 0.021
51 29 8 5 0.27630 0.24320 0.35540 0.28840 0.28410 0.41880 0.36870 0.61720 0.001 -0.049
52 29 8 5 0.25470 0.24870 0.32860 0.27640 0.29070 0.39840 0.35030 0.56520 -0.021 -0.010
53 29 8 5 0.25360 0.26200 0.34330 0.28080 0.27950 0.39760 0.35690 0.57910 -0.022 -0.019
54 29 8 5 0.28750 0.24530 0.34530 0.28620 0.29100 0.43750 0.39060 0.63260 0.005 0.002
55 29 8 5 0.28400 0.23750 0.36140 0.26910 0.30660 0.45330 0.37790 0.63310 -0.007 0.016
56 29 8 5 0.24730 0.26360 0.35640 0.27650 0.29390 0.41760 0.34170 0.58200 -0.052 -0.100
57 29 8 5 0.24940 0.24120 0.35040 0.26030 0.31980 0.43710 0.37650 0.60250 -0.026 0.037
58 29 8 5 0.26100 0.24340 0.36210 0.28590 0.29910 0.43340 0.36860 0.62270 -0.030 -0.032
59 29 8 5 0.23710 0.25080 0.33700 0.24710 0.31010 0.40460 0.33240 0.53830 0.016 -0.124
60 29 8 5 0.29630 0.24440 0.35370 0.30000 0.30740 0.45050 0.39440 0.64760 -0.018 0.017
61 29 8 5 0.26350 0.24520 0.33010 0.26230 0.29930 0.41210 0.36320 0.57430 0.033 -0.049
62 29 8 5 0.25510 0.25130 0.34200 0.28340 0.28350 0.40020 0.35350 0.58210 -0.045 -0.038
63 29 8 5 0.30440 0.29420 0.36170 0.34810 0.31940 0.42320 0.34900 0.60360 -0.003 -0.141
64 29 8 5 0.28140 0.24100 0.36890 0.29950 0.29370 0.45580 0.40210 0.67150 0.044 -0.003
65 29 8 5 0.27010 0.24120 0.35880 0.28460 0.29500 0.43320 0.37200 0.62490 0.027 -0.083
66 29 8 5 0.28780 0.25360 0.34990 0.29170 0.29250 0.44370 0.39500 0.64070 -0.008 -0.016
67 29 8 5 0.26540 0.24470 0.33840 0.26780 0.29250 0.41780 0.36430 0.59000 -0.016 -0.016
68 29 8 5 0.26670 0.24400 0.33360 0.29450 0.29070 0.41950 0.39330 0.62020 0.006 -0.051
69 29 8 5 0.26670 0.24490 0.32530 0.30330 0.28020 0.39760 0.36430 0.59170 -0.064 -0.097
70 29 8 5 0.27300 0.23710 0.33650 0.30060 0.32130 0.41030 0.37960 0.59710 0.023 -0.072
71 29 8 5 0.27120 0.24740 0.37940 0.28970 0.30570 0.41480 0.35760 0.61080 -0.139 0.022
72 29 8 5 0.27280 0.24530 0.34840 0.29200 0.29940 0.41760 0.37090 0.60720 0.007 -0.074
73 29 8 5 0.27130 0.25330 0.32620 0.27640 0.28380 0.44810 0.41260 0.63970 0.079 0.025
74 29 8 5 0.28030 0.24030 0.34830 0.27700 0.29730 0.43170 0.37880 0.61790 0.007 -0.032
75 29 8 5 0.29200 0.24760 0.36350 0.29970 0.28900 0.45380 0.40450 0.66840 0.023 0.005
76 29 8 5 0.27640 0.24010 0.35360 0.27930 0.31110 0.45310 0.40760 0.64800 0.032 0.054
77 29 8 5 0.29980 0.24170 0.38640 0.30030 0.29420 0.48750 0.41670 0.71120 -0.055 0.074
78 29 8 5 0.27150 0.25810 0.31630 0.29100 0.29010 0.39310 0.35490 0.56080 0.010 -0.089
79 29 8 5 0.25590 0.25930 0.37130 0.28320 0.32690 0.43520 0.35140 0.59730 0.008 -0.128
80 29 8 5 0.28670 0.24580 0.33760 0.30960 0.31750 0.46240 0.44600 0.67910 0.087 -0.024
81 29 8 5 0.28110 0.24970 0.34410 0.27710 0.31220 0.44250 0.39770 0.62400 0.126 0.014
82 29 8 5 0.28140 0.23860 0.39540 0.29810 0.33010 0.45460 0.37250 0.65180 -0.042 -0.043
83 29 8 5 0.26150 0.24530 0.35060 0.27960 0.28820 0.42240 0.36520 0.60800 0.014 0.038
84 29 8 5 0.26810 0.24220 0.36850 0.27670 0.31810 0.44610 0.39260 0.63690 -0.016 0.020
85 29 8 5 0.24780 0.24890 0.34200 0.29030 0.29690 0.41220 0.36170 0.59320 -0.036 -0.077
86 29 8 5 0.26760 0.24300 0.34590 0.27490 0.29420 0.43710 0.38710 0.62490 0.005 -0.010
87 29 8 5 0.28700 0.24780 0.38600 0.29030 0.29950 0.49830 0.42220 0.71320 0.024 0.084
88 29 8 5 0.27890 0.24460 0.37600 0.28430 0.35560 0.47660 0.40480 0.65340 0.015 0.028
89 29 8 5 0.29920 0.24080 0.39760 0.30660 0.30760 0.46710 0.40230 0.69250 -0.065 -0.017
90 29 8 5 0.24740 0.25980 0.34430 0.28240 0.28370 0.38630 0.33350 0.55750 -0.057 -0.088
91 29 8 5 0.26880 0.23120 0.34890 0.29630 0.29460 0.42140 0.38630 0.62930 -0.063 0.009
92 29 8 5 0.29600 0.24600 0.37500 0.30230 0.28840 0.46180 0.40150 0.68030 -0.032 -0.000
93 29 8 5 0.24600 0.26920 0.33490 0.26760 0.28290 0.39500 0.34210 0.55170 0.004 -0.018
94 29 8 5 0.27620 0.26230 0.37150 0.28950 0.29470 0.42720 0.36160 0.61600 -0.032 -0.039
95 29 8 5 0.32360 0.26480 0.38390 0.31150 0.31340 0.53260 0.48290 0.77000 0.006 0.105
96 29 8 5 0.30190 0.25570 0.36900 0.28600 0.31030 0.43370 0.36920 0.61700 -0.023 0.034
97 29 8 5 0.25010 0.24460 0.35690 0.27240 0.35920 0.43340 0.36480 0.57760 0.007 -0.061
98 29 8 5 0.27070 0.24300 0.34370 0.29470 0.29870 0.43220 0.37950 0.62250 -0.016 -0.052
99 29 8 5 0.24390 0.24060 0.32960 0.26280 0.29180 0.41790 0.35940 0.58180 0.028 0.000
100 29 8 5 0.27250 0.25280 0.33400 0.26990 0.28420 0.42070 0.36650 0.59250 -0.007 0.031
1 29 8 10 0.25530 0.24520 0.35800 0.27650 0.32270 0.41640 0.35390 0.58220 -0.073 -0.028
2 29 8 10 0.26310 0.24640 0.34800 0.30190 0.29620 0.40530 0.35130 0.59290 -0.060 -0.170
3 29 8 10 0.27850 0.24900 0.36260 0.31080 0.29430 0.40970 0.37590 0.62350 -0.015 -0.138
4 29 8 10 0.25580 0.26130 0.35630 0.29980 0.29660 0.40550 0.35700 0.59370 -0.058 -0.128
5 29 8 10 0.29030 0.24200 0.39970 0.31770 0.30800 0.46030 0.39700 0.69050 -0.079 -0.082
6 29 8 10 0.27400 0.24790 0.36700 0.28500 0.28140 0.42590 0.36380 0.62360 -0.034 -0.092
7 29 8 10 0.26910 0.24070 0.34140 0.30270 0.27290 0.40950 0.37120 0.61750 -0.002 -0.132
8 29 8 10 0.26600 0.24360 0.34970 0.26660 0.29590 0.41940 0.36400 0.59570 -0.084 -0.003
9 29 8 10 0.27540 0.24280 0.34090 0.30360 0.31560 0.40670 0.38400 0.60220 -0.021 -0.128
10 29 8 10 0.29610 0.24910 0.37670 0.31920 0.29560 0.44360 0.40380 0.67390 -0.067 -0.119
11 29 8 10 0.27170 0.25060 0.40210 0.30180 0.35270 0.44490 0.35340 0.62330 0.046 -0.195
12 29 8 10 0.31290 0.25050 0.41530 0.33920 0.31090 0.46810 0.41430 0.72030 -0.107 -0.057
13 29 8 10 0.26380 0.25700 0.36960 0.29860 0.29680 0.42500 0.36220 0.61920 -0.014 -0.078
14 29 8 10 0.27090 0.23810 0.33880 0.30800 0.31690 0.41480 0.38390 0.60990 0.020 -0.089
15 29 8 10 0.30100 0.24240 0.41060 0.31710 0.33990 0.46310 0.39410 0.68160 -0.016 -0.045
16 29 8 10 0.29280 0.26700 0.34250 0.29540 0.29480 0.41970 0.37480 0.60240 -0.013 -0.069
17 29 8 10 0.26830 0.24560 0.30930 0.26620 0.30690 0.39660 0.35220 0.54160 0.035 -0.127
18 29 8 10 0.27660 0.26010 0.37800 0.31960 0.30230 0.41120 0.35380 0.61670 -0.095 -0.203
19 29 8 10 0.26210 0.24790 0.38840 0.29150 0.31500 0.41960 0.35800 0.61590 -0.044 -0.133
20 29 8 10 0.29240 0.24180 0.35390 0.29430 0.29060 0.43190 0.39810 0.64340 0.004 -0.115
21 29 8 10 0.27220 0.25890 0.32030 0.30980 0.29090 0.38150 0.35570 0.56470 -0.015 -0.197
22 29 8 10 0.26320 0.26890 0.38360 0.29700 0.30440 0.40190 0.33280 0.58550 -0.089 -0.177
23 29 8 10 0.31490 0.24930 0.38070 0.30970 0.29540 0.49540 0.44720 0.73270 -0.031 -0.067
24 29 8 10 0.26640 0.24720 0.35030 0.29730 0.29690 0.39740 0.34430 0.58160 0.021 -0.152
25 29 8 10 0.29560 0.24860 0.36320 0.29060 0.28720 0.42700 0.36430 0.62220 -0.051 -0.055
26 29 8 10 0.30780 0.24630 0.36480 0.30950 0.29880 0.43310 0.39290 0.64880 0.034 -0.051
27 29 8 10 0.26390 0.25050 0.37080 0.27410 0.30890 0.42810 0.36040 0.60630 -0.174 -0.069
28 29 8 10 0.31590 0.24380 0.38310 0.33360 0.28090 0.45600 0.40750 0.70260 -0.093 -0.056
29 29 8 10 0.25570 0.24370 0.33420 0.28880 0.28640 0.40170 0.35750 0.58550 -0.016 -0.148
30 29 8 10 0.27700 0.26770 0.35280 0.27190 0.29900 0.43310 0.37590 0.60510 -0.057 -0.077
31 29 8 10 0.27820 0.24980 0.39270 0.31700 0.31860 0.42710 0.36510 0.63760 -0.025 -0.209
32 29 8 10 0.26540 0.23900 0.34700 0.28960 0.28150 0.40900 0.36710 0.60820 -0.029 -0.138
33 29 8 10 0.25780 0.25100 0.36420 0.30640 0.28970 0.39540 0.34600 0.59630 -0.107 -0.183
34 29 8 10 0.26290 0.25240 0.36390 0.27240 0.31650 0.43180 0.35460 0.59580 -0.019 -0.085
35 29 8 10 0.26600 0.26070 0.34670 0.30860 0.29290 0.38820 0.35120 0.57940 -0.010 -0.135
36 29 8 10 0.29610 0.24190 0.34870 0.30960 0.29760 0.42860 0.39230 0.63880 -0.044 -0.111
37 29 8 10 0.24320 0.25930 0.35370 0.28210 0.28750 0.38860 0.33720 0.56530 -0.137 -0.116
38 29 8 10 0.24240 0.26490 0.32410 0.28770 0.29160 0.37680 0.33770 0.53730 -0.059 -0.218
39 29 8 10 0.31090 0.24060 0.42760 0.33070 0.35620 0.49800 0.41960 0.72910 -0.082 -0.089
40 29 8 10 0.29010 0.24770 0.38060 0.32550 0.28510 0.41850 0.36750 0.64690 -0.114 -0.053
41 29 8 10 0.33140 0.24410 0.39550 0.31710 0.30070 0.47010 0.39100 0.69330 -0.088 -0.069
42 29 8 10 0.27030 0.25090 0.35950 0.29750 0.29470 0.43070 0.37050 0.62510 -0.080 -0.162
43 29 8 10 0.28420 0.25310 0.34670 0.31950 0.27820 0.39980 0.37700 0.61870 -0.068 -0.118
44 29 8 10 0.30580 0.24150 0.37630 0.32420 0.29770 0.45010 0.40310 0.68180 -0.005 -0.084
45 29 8 10 0.28450 0.25140 0.34160 0.31800 0.27990 0.39560 0.36780 0.60670 -0.047 -0.118
46 29 8 10 0.25840 0.25760 0.36730 0.27540 0.29350 0.40000 0.33780 0.57650 -0.131 -0.062
47 29 8 10 0.27740 0.24180 0.35830 0.30860 0.27490 0.40790 0.36170 0.62190 -0.028 -0.101
48 29 8 10 0.30100 0.24690 0.36800 0.31630 0.29830 0.45900 0.40980 0.68130 -0.069 -0.027
49 29 8 10 0.26780 0.25290 0.35700 0.28990 0.28460 0.40940 0.35640 0.60100 -0.103 -0.077
50 29 8 10 0.27750 0.24900 0.32090 0.27960 0.29560 0.42710 0.37360 0.59470 -0.028 -0.105
51 29 8 10 0.32160 0.24840 0.33780 0.31990 0.29720 0.41040 0.38790 0.62070 -0.041 -0.095
52 29 8 10 0.32910 0.25120 0.37120 0.31500 0.27990 0.45800 0.41470 0.69090 -0.062 -0.033
53 29 8 10 0.27500 0.24580 0.43950 0.29920 0.33070 0.47710 0.36260 0.68700 -0.023 -0.119
54 29 8 10 0.28500 0.25160 0.39030 0.33330 0.29670 0.42210 0.37930 0.65890 -0.087 -0.076
55 29 8 10 0.26510 0.25670 0.32990 0.28230 0.27850 0.38240 0.34880 0.55940 -0.048 -0.166
56 29 8 10 0.29400 0.23550 0.35660 0.30550 0.29660 0.43870 0.39510 0.65230 -0.074 -0.097
57 29 8 10 0.25680 0.24510 0.33270 0.27620 0.29120 0.40700 0.34950 0.57450 -0.018 -0.145
58 29 8 10 0.33830 0.24730 0.38510 0.34920 0.30000 0.46180 0.43290 0.72090 -0.025 -0.098
59 29 8 10 0.27390 0.26020 0.34010 0.29880 0.28020 0.39060 0.35150 0.57870 -0.052 -0.182
60 29 8 10 0.27170 0.25820 0.34960 0.29750 0.29770 0.39570 0.34950 0.57810 -0.069 -0.173
61 29 8 10 0.28030 0.25290 0.36250 0.28840 0.28740 0.40950 0.35350 0.60060 -0.169 -0.031
62 29 8 10 0.29410 0.26110 0.39160 0.32800 0.31990 0.42800 0.36570 0.63820 -0.062 -0.144
63 29 8 10 0.28010 0.24230 0.34340 0.28280 0.29640 0.41850 0.37400 0.60530 0.017 -0.086
64 29 8 10 0.27760 0.24640 0.34200 0.29710 0.28440 0.40960 0.37440 0.60950 -0.062 -0.135
65 29 8 10 0.26550 0.23340 0.33890 0.29740 0.28760 0.40630 0.37020 0.60680 -0.059 -0.032
66 29 8 10 0.26110 0.25180 0.33730 0.29460 0.28280 0.38910 0.36640 0.58550 -0.118 -0.129
67 29 8 10 0.29240 0.25360 0.38470 0.28690 0.29300 0.42850 0.35120 0.62220 -0.093 -0.122
68 29 8 10 0.26010 0.25620 0.35250 0.31050 0.29390 0.41120 0.35430 0.60270 -0.001 -0.213
69 29 8 10 0.27930 0.23910 0.37650 0.29310 0.30800 0.44510 0.38990 0.65250 -0.101 -0.041
70 29 8 10 0.28280 0.27520 0.38250 0.32110 0.30400 0.38800 0.34640 0.59310 -0.131 -0.107
71 29 8 10 0.32630 0.24900 0.39540 0.34640 0.29420 0.47860 0.42630 0.73390 0.037 -0.091
72 29 8 10 0.29370 0.24560 0.36470 0.28970 0.31580 0.46410 0.41180 0.66470 -0.051 -0.039
73 29 8 10 0.27180 0.25280 0.34850 0.27880 0.31090 0.41670 0.35080 0.57910 -0.050 -0.098
74 29 8 10 0.29990 0.25320 0.35190 0.34050 0.32340 0.41320 0.38050 0.62180 -0.058 -0.172
75 29 8 10 0.28260 0.24480 0.37870 0.28210 0.31840 0.43670 0.36860 0.62310 -0.061 -0.070
76 29 8 10 0.30490 0.24520 0.37280 0.29750 0.30810 0.44410 0.38100 0.64410 -0.094 -0.094
77 29 8 10 0.27070 0.24240 0.37960 0.29460 0.28510 0.44750 0.38330 0.66180 -0.086 -0.049
78 29 8 10 0.30850 0.23980 0.38400 0.31370 0.29540 0.45490 0.40540 0.68740 -0.014 -0.074
79 29 8 10 0.27860 0.24560 0.33990 0.30310 0.30640 0.40800 0.37490 0.60020 -0.035 -0.176
80 29 8 10 0.27670 0.24470 0.31600 0.30380 0.29880 0.39570 0.37110 0.58080 0.051 -0.239
81 29 8 10 0.28520 0.25440 0.38580 0.29480 0.31830 0.42410 0.35910 0.61520 -0.009 -0.065
82 29 8 10 0.27690 0.24370 0.40570 0.29010 0.33800 0.47040 0.37310 0.66000 -0.100 -0.073
83 29 8 10 0.27110 0.25040 0.33670 0.29920 0.29030 0.40220 0.35540 0.58640 -0.095 -0.110
84 29 8 10 0.33300 0.25330 0.42070 0.33590 0.32760 0.49280 0.41950 0.73290 -0.055 -0.136
85 29 8 10 0.27460 0.25010 0.35600 0.29400 0.28220 0.40920 0.36580 0.61010 -0.079 -0.058
86 29 8 10 0.28420 0.26070 0.35820 0.29870 0.28820 0.42020 0.38160 0.62350 -0.053 -0.129
87 29 8 10 0.27270 0.25170 0.37230 0.29220 0.30250 0.42280 0.36970 0.62010 -0.099 0.005
88 29 8 10 0.28270 0.24340 0.34370 0.29460 0.30420 0.41110 0.36870 0.59840 -0.100 -0.112
89 29 8 10 0.29540 0.25680 0.37040 0.30490 0.29490 0.42480 0.35990 0.62220 -0.107 -0.124
90 29 8 10 0.26590 0.24370 0.31240 0.29770 0.30400 0.37490 0.35680 0.54980 -0.011 -0.109
91 29 8 10 0.25340 0.24390 0.35100 0.28270 0.28860 0.41100 0.36320 0.60100 -0.060 -0.116
92 29 8 10 0.31270 0.24450 0.36170 0.33220 0.27960 0.45380 0.42630 0.70060 -0.000 -0.093
93 29 8 10 0.29890 0.24570 0.38000 0.31160 0.29520 0.44350 0.39000 0.66550 -0.061 -0.147
94 29 8 10 0.34870 0.24460 0.39190 0.35180 0.27540 0.46650 0.42830 0.73670 -0.042 -0.117
95 29 8 10 0.28020 0.23640 0.36770 0.30680 0.29580 0.44830 0.41100 0.67510 -0.056 -0.083
96 29 8 10 0.33130 0.24430 0.40650 0.31010 0.30730 0.46240 0.39130 0.68860 -0.018 -0.132
97 29 8 10 0.31420 0.25920 0.39830 0.33410 0.30510 0.42500 0.36510 0.65110 -0.066 -0.166
98 29 8 10 0.28340 0.25120 0.37570 0.32030 0.31070 0.46300 0.40280 0.67870 -0.021 -0.159
99 29 8 10 0.28080 0.25990 0.36590 0.30930 0.29110 0.40400 0.35650 0.60630 -0.106 -0.125
100 29 8 10 0.28270 0.24830 0.35420 0.30850 0.29670 0.42920 0.38270 0.63370 -0.030 -0.060
1 29 8 15 0.34280 0.25780 0.44360 0.37250 0.31090 0.47020 0.40060 0.74430 -0.098 -0.165
2 29 8 15 0.34030 0.25130 0.40200 0.35670 0.30520 0.48240 0.44630 0.75130 -0.033 -0.186
3 29 8 15 0.30380 0.24870 0.39610 0.33570 0.29830 0.45210 0.38380 0.68590 -0.044 -0.227
4 29 8 15 0.25460 0.26900 0.35490 0.30330 0.29010 0.38270 0.31860 0.55630 -0.118 -0.251
5 29 8 15 0.32700 0.24360 0.39490 0.34620 0.28710 0.45210 0.41190 0.71280 -0.035 -0.196
6 29 8 15 0.31560 0.26380 0.41200 0.35900 0.28500 0.44610 0.39030 0.70650 -0.120 -0.125
7 29 8 15 0.31900 0.26570 0.38800 0.37560 0.29230 0.42830 0.40820 0.69690 -0.135 -0.165
8 29 8 15 0.30560 0.25440 0.37330 0.29510 0.32760 0.43060 0.38590 0.62350 -0.106 -0.194
9 29 8 15 0.31610 0.26460 0.37700 0.35600 0.29270 0.41970 0.38610 0.66210 -0.014 -0.269
10 29 8 15 0.30940 0.24460 0.38710 0.33830 0.29790 0.44800 0.41600 0.69960 -0.087 -0.173
11 29 8 15 0.30350 0.25860 0.37370 0.33830 0.30700 0.42070 0.38900 0.64910 -0.100 -0.129
12 29 8 15 0.31910 0.24910 0.35330 0.35450 0.30570 0.42250 0.41950 0.67050 -0.040 -0.210
13 29 8 15 0.28500 0.24770 0.37710 0.31530 0.31640 0.42280 0.38780 0.63980 -0.070 -0.095
14 29 8 15 0.33250 0.25370 0.41330 0.35060 0.32480 0.45270 0.40170 0.70010 -0.003 -0.299
15 29 8 15 0.30630 0.24500 0.38550 0.35860 0.28940 0.42410 0.39850 0.68710 -0.026 -0.165
16 29 8 15 0.32310 0.24760 0.43570 0.33770 0.30440 0.45780 0.38090 0.71030 -0.143 -0.134
17 29 8 15 0.28460 0.24510 0.34190 0.28480 0.29570 0.43210 0.38090 0.61830 0.037 -0.136
18 29 8 15 0.28950 0.24370 0.37590 0.28020 0.29600 0.44120 0.36120 0.63080 -0.127 -0.122
19 29 8 15 0.29710 0.24130 0.35540 0.33200 0.29000 0.43450 0.42190 0.67900 -0.039 -0.227
20 29 8 15 0.28320 0.24810 0.38440 0.31930 0.31640 0.42140 0.36090 0.62920 -0.124 -0.162
21 29 8 15 0.36340 0.25550 0.43260 0.34660 0.30930 0.51440 0.42820 0.77090 -0.163 -0.168
22 29 8 15 0.32360 0.25340 0.37690 0.33860 0.28160 0.41630 0.39680 0.66630 -0.098 -0.214
23 29 8 15 0.28240 0.24320 0.38000 0.29850 0.27860 0.42990 0.36460 0.64380 -0.100 -0.115
24 29 8 15 0.31910 0.28850 0.39590 0.34070 0.29910 0.39650 0.34240 0.61200 -0.138 -0.201
25 29 8 15 0.34230 0.24680 0.39310 0.36120 0.29250 0.46200 0.42940 0.73240 -0.016 -0.203
26 29 8 15 0.30160 0.25140 0.42750 0.33500 0.33460 0.46850 0.40610 0.71010 -0.165 -0.060
27 29 8 15 0.31080 0.25990 0.41020 0.33140 0.28780 0.43010 0.37120 0.67120 -0.145 -0.121
28 29 8 15 0.29300 0.26430 0.39740 0.33050 0.29610 0.42850 0.37850 0.66070 -0.070 -0.246
29 29 8 15 0.29230 0.25280 0.41280 0.31490 0.28980 0.45410 0.37650 0.68530 -0.137 -0.141
30 29 8 15 0.34060 0.25030 0.44300 0.41310 0.29290 0.49690 0.45830 0.82180 -0.058 -0.268
31 29 8 15 0.32210 0.25600 0.38720 0.35830 0.30140 0.44210 0.39610 0.68860 -0.040 -0.218
32 29 8 15 0.27570 0.25290 0.38000 0.29920 0.30080 0.42780 0.35750 0.62470 -0.135 -0.073
33 29 8 15 0.30670 0.25770 0.38150 0.34600 0.30950 0.41600 0.38330 0.65040 -0.108 -0.232
34 29 8 15 0.28840 0.25430 0.38060 0.30840 0.30940 0.43440 0.37230 0.63790 -0.091 -0.218
35 29 8 15 0.32460 0.24290 0.40140 0.36170 0.27920 0.43820 0.40370 0.71420 -0.094 -0.136
36 29 8 15 0.25410 0.26870 0.37410 0.28770 0.30180 0.38920 0.34270 0.57300 -0.115 -0.234
37 29 8 15 0.33350 0.25080 0.40500 0.32550 0.29150 0.45850 0.38910 0.69550 -0.091 -0.122
38 29 8 15 0.30650 0.25630 0.37400 0.33310 0.29200 0.42420 0.39170 0.65830 -0.108 -0.200
