it nTrial nWin nCatch RMSerror.start RMSerror.antic RMSerror.win RMSerror.nowin GLT.w-n GLT.a-w GLT.a-n GLT.a-w-n r.win r.nowin
35 24 8 5 0.23180 0.22480 0.32250 0.27770 0.28290 0.37530 0.33760 0.55260 -0.008 -0.062
36 24 8 5 0.24790 0.22180 0.33040 0.27190 0.30110 0.39370 0.34140 0.56100 -0.007 -0.079
37 24 8 5 0.25790 0.22580 0.32120 0.29780 0.32850 0.41200 0.39740 0.60050 0.041 -0.072
38 24 8 5 0.25910 0.23670 0.36830 0.28210 0.32540 0.43280 0.36220 0.60970 -0.056 0.048
39 24 8 5 0.24630 0.23770 0.30590 0.26700 0.30940 0.38040 0.33370 0.51830 -0.052 -0.013
40 24 8 5 0.23570 0.22890 0.29660 0.27470 0.29640 0.36920 0.34040 0.52470 0.040 -0.146
41 24 8 5 0.23300 0.24040 0.33290 0.25150 0.31000 0.37660 0.32240 0.51580 -0.045 -0.018
42 24 8 5 0.24650 0.21820 0.32160 0.27130 0.30070 0.39970 0.36380 0.57540 0.023 -0.029
43 24 8 5 0.23660 0.24630 0.33380 0.27400 0.31700 0.37810 0.32290 0.52210 -0.103 -0.096
44 24 8 5 0.26010 0.22830 0.33140 0.27680 0.28930 0.38880 0.34750 0.56790 -0.044 -0.004
45 24 8 5 0.24130 0.23660 0.29670 0.26770 0.30090 0.39090 0.36860 0.54940 0.086 -0.042
46 24 8 5 0.25380 0.22530 0.32020 0.27520 0.30880 0.41600 0.39300 0.59970 0.036 0.072
47 24 8 5 0.23960 0.22910 0.34290 0.27830 0.33780 0.39590 0.33500 0.54530 -0.063 -0.013
48 24 8 5 0.24810 0.22820 0.31450 0.27260 0.30310 0.38280 0.35940 0.55230 -0.007 -0.045
49 24 8 5 0.25600 0.25070 0.33850 0.29690 0.33380 0.36410 0.36000 0.53910 -0.118 -0.062
50 24 8 5 0.27230 0.22550 0.35440 0.28810 0.29020 0.40680 0.35800 0.60600 -0.012 0.039
51 24 8 5 0.22410 0.24110 0.34020 0.25850 0.33630 0.38110 0.32450 0.51170 -0.089 -0.119
52 24 8 5 0.25460 0.22810 0.34730 0.29170 0.31650 0.40450 0.35140 0.58350 0.048 -0.109
53 24 8 5 0.23050 0.22690 0.32140 0.27060 0.31230 0.37100 0.34060 0.53020 -0.046 -0.083
54 24 8 5 0.25100 0.25300 0.34250 0.30660 0.31290 0.36390 0.33350 0.54130 0.011 -0.097
55 24 8 5 0.23810 0.24280 0.32690 0.26770 0.31000 0.36530 0.32330 0.51130 -0.092 -0.079
56 24 8 5 0.23920 0.24000 0.31490 0.28020 0.29160 0.36230 0.32310 0.52030 -0.056 -0.134
57 24 8 5 0.23460 0.22310 0.32530 0.26050 0.30730 0.38600 0.34210 0.54360 -0.038 -0.076
58 24 8 5 0.23910 0.23030 0.34710 0.26890 0.30180 0.41070 0.36010 0.58910 -0.050 -0.030
59 24 8 5 0.23770 0.24120 0.32380 0.27280 0.31610 0.38190 0.33930 0.53110 -0.001 -0.138
60 24 8 5 0.23130 0.22880 0.31170 0.24800 0.30080 0.37020 0.33520 0.51490 -0.060 -0.024
61 24 8 5 0.24380 0.22550 0.33390 0.27320 0.31980 0.38530 0.34800 0.55000 -0.080 -0.026
62 24 8 5 0.25260 0.22200 0.33310 0.27880 0.33460 0.39220 0.35030 0.55130 -0.045 -0.056
63 24 8 5 0.24170 0.22990 0.32650 0.28730 0.30620 0.40430 0.36900 0.58490 0.047 -0.026
64 24 8 5 0.24650 0.22810 0.35020 0.27510 0.33000 0.41430 0.34470 0.57250 0.015 -0.085
65 24 8 5 0.23270 0.23300 0.33280 0.26490 0.31450 0.39380 0.33720 0.54450 -0.097 0.001
66 24 8 5 0.24230 0.23070 0.32820 0.25480 0.30590 0.38940 0.33920 0.54080 -0.070 0.008
67 24 8 5 0.25530 0.22480 0.31660 0.27890 0.30910 0.39610 0.36990 0.57070 -0.001 -0.002
68 24 8 5 0.28460 0.22910 0.35540 0.30350 0.34410 0.46630 0.42370 0.66670 -0.003 0.051
69 24 8 5 0.24970 0.22920 0.30540 0.27050 0.29490 0.38580 0.34970 0.54590 0.016 -0.079
70 24 8 5 0.25280 0.23580 0.35210 0.26250 0.32680 0.42220 0.36290 0.58360 -0.107 0.044
71 24 8 5 0.26080 0.22950 0.32930 0.28290 0.29640 0.41170 0.37300 0.59720 0.048 0.013
72 24 8 5 0.25070 0.22240 0.35930 0.28940 0.32510 0.40760 0.34930 0.58810 -0.099 -0.046
73 24 8 5 0.25410 0.23530 0.36170 0.26780 0.31180 0.40820 0.34070 0.57680 -0.080 0.018
74 24 8 5 0.24130 0.23760 0.33120 0.27040 0.31510 0.38200 0.34940 0.54320 -0.035 -0.117
75 24 8 5 0.24800 0.24330 0.32500 0.29430 0.31130 0.38640 0.34080 0.54920 0.010 -0.129
76 24 8 5 0.24220 0.24510 0.31920 0.29750 0.29590 0.36950 0.33120 0.53750 0.007 -0.088
77 24 8 5 0.22670 0.22810 0.34110 0.25840 0.34310 0.40300 0.34910 0.54560 -0.011 -0.032
78 24 8 5 0.24190 0.23830 0.30420 0.26140 0.29270 0.37300 0.33590 0.52000 0.023 -0.058
79 24 8 5 0.24060 0.22350 0.31400 0.27050 0.30290 0.37460 0.33810 0.53360 -0.000 -0.088
80 24 8 5 0.24370 0.22340 0.34200 0.27890 0.33090 0.41830 0.36520 0.58620 -0.038 -0.005
81 24 8 5 0.26300 0.23170 0.33490 0.28120 0.33020 0.42650 0.40220 0.61000 -0.002 0.012
82 24 8 5 0.25260 0.21900 0.35010 0.28910 0.34430 0.41500 0.35550 0.58160 0.000 -0.068
83 24 8 5 0.25230 0.23000 0.33700 0.27410 0.32620 0.41020 0.37600 0.58230 -0.062 -0.019
84 24 8 5 0.24640 0.22970 0.31960 0.26500 0.29840 0.38290 0.34170 0.54220 -0.026 -0.043
85 24 8 5 0.24820 0.23570 0.32830 0.27690 0.30220 0.38820 0.34720 0.55570 -0.036 -0.023
86 24 8 5 0.24940 0.21910 0.32970 0.29160 0.32640 0.40580 0.36640 0.58150 0.002 -0.040
87 24 8 5 0.26390 0.23810 0.37270 0.28210 0.35580 0.43250 0.34370 0.58350 -0.074 -0.032
88 24 8 5 0.24350 0.23730 0.31080 0.27300 0.31620 0.36240 0.33380 0.50750 0.004 -0.128
89 24 8 5 0.22800 0.23630 0.32920 0.26340 0.30200 0.36930 0.31490 0.51600 -0.056 -0.125
90 24 8 5 0.25910 0.22020 0.33710 0.28980 0.32620 0.42300 0.38310 0.60700 0.019 -0.065
91 24 8 5 0.25960 0.22940 0.34990 0.27310 0.31570 0.44460 0.37520 0.61900 -0.028 0.022
92 24 8 5 0.25100 0.23080 0.34410 0.27870 0.32250 0.40210 0.35950 0.57420 -0.027 -0.007
93 24 8 5 0.26520 0.23440 0.36610 0.28490 0.33470 0.43630 0.39960 0.63110 -0.043 0.088
94 24 8 5 0.23780 0.23780 0.31260 0.26940 0.30810 0.37190 0.33920 0.52170 -0.067 -0.035
95 24 8 5 0.25230 0.22970 0.34070 0.27780 0.29760 0.42040 0.36040 0.59880 0.012 0.004
96 24 8 5 0.23870 0.22970 0.32360 0.27070 0.29180 0.38020 0.34070 0.54840 -0.054 -0.097
97 24 8 5 0.26080 0.22170 0.33070 0.29090 0.31970 0.39290 0.35820 0.57040 -0.029 -0.057
98 24 8 5 0.23860 0.24470 0.33670 0.25350 0.30550 0.38350 0.32540 0.52660 -0.088 -0.067
99 24 8 5 0.25800 0.21940 0.33830 0.27450 0.29310 0.40010 0.34740 0.58000 -0.043 -0.049
100 24 8 5 0.24930 0.22080 0.35220 0.28390 0.30880 0.42350 0.36510 0.61090 0.020 -0.094
1 24 8 10 0.22530 0.23320 0.32600 0.26520 0.29650 0.37510 0.31970 0.52650 -0.122 -0.146
2 24 8 10 0.26180 0.22400 0.34190 0.29410 0.35520 0.42020 0.38330 0.59200 0.031 -0.116
3 24 8 10 0.22830 0.23150 0.31630 0.26890 0.31700 0.37720 0.33010 0.51910 -0.014 -0.117
4 24 8 10 0.23780 0.23570 0.32990 0.26890 0.31780 0.37700 0.33240 0.52650 -0.067 -0.180
5 24 8 10 0.25740 0.22350 0.35600 0.28570 0.29760 0.43500 0.38110 0.63580 -0.096 -0.067
6 24 8 10 0.23940 0.22230 0.32040 0.28970 0.33020 0.39100 0.36520 0.56070 -0.053 -0.002
7 24 8 10 0.24090 0.22010 0.32750 0.27100 0.29540 0.39420 0.35330 0.57030 -0.085 -0.045
8 24 8 10 0.26240 0.21780 0.34990 0.28520 0.29530 0.43200 0.38250 0.63410 -0.079 -0.084
9 24 8 10 0.24610 0.24660 0.32440 0.31180 0.31020 0.37250 0.35310 0.55570 -0.121 -0.218
10 24 8 10 0.25120 0.22150 0.32820 0.29060 0.29280 0.37910 0.34490 0.56570 -0.074 -0.119
11 24 8 10 0.24080 0.23570 0.32280 0.27330 0.34340 0.38110 0.33800 0.51470 -0.072 -0.135
12 24 8 10 0.25170 0.22590 0.30580 0.29400 0.30700 0.39940 0.38530 0.58530 0.005 -0.153
13 24 8 10 0.23410 0.22520 0.34280 0.27800 0.30610 0.39180 0.33690 0.56340 -0.024 -0.126
14 24 8 10 0.27870 0.23230 0.34890 0.31910 0.29510 0.39520 0.36640 0.61060 -0.065 -0.145
15 24 8 10 0.24820 0.23600 0.35220 0.28480 0.33290 0.39550 0.33940 0.55700 -0.101 -0.097
16 24 8 10 0.23640 0.23060 0.31010 0.26470 0.30180 0.37290 0.33430 0.52220 -0.104 -0.089
17 24 8 10 0.23180 0.23340 0.34680 0.28350 0.29500 0.36780 0.32590 0.54830 -0.125 -0.140
18 24 8 10 0.24920 0.22230 0.34000 0.27760 0.33590 0.40090 0.34560 0.55730 -0.073 -0.118
19 24 8 10 0.25520 0.24390 0.32540 0.29190 0.29140 0.36980 0.33190 0.54180 0.011 -0.188
20 24 8 10 0.23960 0.22210 0.31980 0.28920 0.31190 0.38780 0.35510 0.56200 -0.028 -0.152
21 24 8 10 0.24290 0.23430 0.31670 0.28290 0.30900 0.37830 0.33540 0.53440 -0.059 -0.096
22 24 8 10 0.24040 0.23370 0.34460 0.28240 0.32740 0.40510 0.35180 0.56970 -0.091 -0.146
23 24 8 10 0.23570 0.25520 0.30360 0.26790 0.30880 0.37620 0.31800 0.49620 -0.123 -0.098
24 24 8 10 0.24470 0.23650 0.33900 0.28410 0.33530 0.39910 0.35760 0.56080 -0.047 -0.143
25 24 8 10 0.25780 0.23010 0.32560 0.31000 0.31370 0.39440 0.36950 0.58560 -0.002 -0.176
26 24 8 10 0.26140 0.22930 0.34680 0.29960 0.30300 0.40970 0.36080 0.60300 -0.065 -0.114
27 24 8 10 0.26680 0.24550 0.33860 0.27340 0.33170 0.39240 0.34950 0.54340 0.011 -0.095
28 24 8 10 0.23810 0.22970 0.32710 0.28480 0.32200 0.38390 0.35450 0.55200 -0.065 -0.147
29 24 8 10 0.24360 0.22420 0.34120 0.28260 0.32310 0.39360 0.34490 0.56170 -0.098 -0.121
30 24 8 10 0.26220 0.23100 0.35780 0.28530 0.29360 0.40990 0.35750 0.60460 -0.091 -0.086
31 24 8 10 0.25490 0.23580 0.34960 0.25160 0.32790 0.40620 0.34040 0.55070 -0.048 -0.096
32 24 8 10 0.26130 0.23500 0.37100 0.30900 0.34220 0.43570 0.35620 0.61450 -0.025 -0.114
33 24 8 10 0.22050 0.22380 0.33110 0.25950 0.32410 0.40320 0.33060 0.54190 -0.032 -0.105
34 24 8 10 0.24920 0.22440 0.35580 0.28630 0.31510 0.41470 0.36230 0.60180 -0.063 -0.143
35 24 8 10 0.24890 0.22060 0.32930 0.26370 0.31570 0.40500 0.34420 0.55870 -0.053 -0.090
36 24 8 10 0.23360 0.23300 0.31890 0.26460 0.29690 0.37190 0.34240 0.53370 -0.125 -0.038
37 24 8 10 0.24870 0.23690 0.34240 0.27360 0.30540 0.42070 0.35550 0.58830 -0.053 -0.091
38 24 8 10 0.27100 0.22850 0.36600 0.30430 0.30800 0.45560 0.40160 0.66950 -0.030 -0.093
39 24 8 10 0.24090 0.22760 0.32180 0.28160 0.29740 0.39040 0.34890 0.56280 -0.002 -0.114
40 24 8 10 0.23690 0.23300 0.31760 0.26880 0.32520 0.36940 0.33640 0.51250 -0.099 -0.099
41 24 8 10 0.23180 0.22650 0.32840 0.26260 0.29740 0.40540 0.34570 0.56650 -0.090 -0.123
42 24 8 10 0.25280 0.22210 0.33670 0.27430 0.29640 0.41530 0.37190 0.60190 -0.051 -0.025
43 24 8 10 0.25100 0.23130 0.34690 0.29540 0.32760 0.41210 0.36730 0.59290 -0.077 -0.089
44 24 8 10 0.25890 0.22070 0.35350 0.28460 0.33730 0.40030 0.36380 0.57980 -0.042 -0.077
45 24 8 10 0.24400 0.23380 0.32060 0.28290 0.29450 0.38240 0.36290 0.56510 -0.040 -0.153
46 24 8 10 0.24540 0.23100 0.31540 0.27560 0.33980 0.38040 0.33030 0.51030 -0.017 -0.172
47 24 8 10 0.26450 0.22920 0.36090 0.28300 0.30520 0.43080 0.36870 0.62150 -0.104 -0.080
48 24 8 10 0.22950 0.24010 0.30470 0.25810 0.28730 0.36770 0.31350 0.50270 -0.055 -0.118
49 24 8 10 0.27180 0.23670 0.34790 0.31660 0.31500 0.39290 0.36000 0.59160 -0.058 -0.196
50 24 8 10 0.25120 0.26140 0.34420 0.30840 0.30790 0.36940 0.33860 0.54920 -0.072 -0.212
51 24 8 10 0.24650 0.23940 0.33930 0.28570 0.29500 0.39500 0.34530 0.57250 -0.060 -0.125
52 24 8 10 0.24820 0.22770 0.31140 0.26870 0.29990 0.39680 0.35640 0.55840 -0.043 -0.081
53 24 8 10 0.23550 0.23180 0.33200 0.26570 0.32040 0.39940 0.34840 0.55250 -0.075 -0.055
54 24 8 10 0.26950 0.22290 0.35280 0.29840 0.29890 0.42980 0.39170 0.64230 -0.113 -0.043
55 24 8 10 0.24630 0.24630 0.31760 0.27860 0.30560 0.37270 0.33280 0.52340 -0.079 -0.174
56 24 8 10 0.23380 0.23330 0.32440 0.28220 0.31340 0.37580 0.33820 0.53650 0.023 -0.121
57 24 8 10 0.26830 0.23120 0.33080 0.30400 0.32420 0.39430 0.35600 0.57060 -0.102 -0.076
58 24 8 10 0.25240 0.23240 0.33970 0.26210 0.31400 0.41320 0.35060 0.57030 -0.044 -0.128
59 24 8 10 0.23660 0.24200 0.34430 0.26870 0.31470 0.38470 0.32610 0.53620 -0.087 -0.109
60 24 8 10 0.24680 0.24760 0.36350 0.29160 0.32440 0.41000 0.33880 0.57740 -0.090 -0.096
61 24 8 10 0.25800 0.23380 0.31940 0.28950 0.33330 0.40080 0.35960 0.55680 0.002 -0.090
62 24 8 10 0.29370 0.24050 0.32820 0.29200 0.32090 0.44410 0.42690 0.64150 0.023 -0.034
63 24 8 10 0.26730 0.22780 0.33810 0.28530 0.28990 0.40190 0.35950 0.59210 -0.130 -0.113
64 24 8 10 0.24380 0.22810 0.33500 0.28240 0.30690 0.38660 0.33750 0.55600 -0.079 -0.072
65 24 8 10 0.23960 0.23430 0.34510 0.29300 0.33940 0.39110 0.33770 0.54940 -0.061 -0.116
66 24 8 10 0.24940 0.22500 0.33450 0.28860 0.35520 0.38830 0.35340 0.54230 -0.098 -0.084
67 24 8 10 0.23660 0.23230 0.34350 0.30270 0.33950 0.38950 0.33950 0.55440 -0.081 -0.099
68 24 8 10 0.23550 0.22550 0.33970 0.27910 0.34040 0.40450 0.34440 0.55580 -0.060 -0.166
69 24 8 10 0.26290 0.22380 0.33010 0.28910 0.29020 0.41510 0.38550 0.61580 -0.011 -0.103
70 24 8 10 0.23720 0.24010 0.34450 0.26570 0.29230 0.38130 0.33030 0.54830 -0.110 -0.056
71 24 8 10 0.24130 0.21850 0.31190 0.29040 0.29960 0.38740 0.37290 0.57730 -0.085 -0.061
72 24 8 10 0.23250 0.23320 0.33760 0.25830 0.31630 0.37030 0.32730 0.52020 -0.147 -0.063
73 24 8 10 0.23880 0.23620 0.33390 0.29320 0.33170 0.39100 0.34280 0.54950 -0.088 -0.172
74 24 8 10 0.25300 0.23060 0.35070 0.29220 0.32160 0.40280 0.35060 0.58050 -0.049 -0.178
75 24 8 10 0.25440 0.22410 0.34820 0.27810 0.32750 0.41060 0.36190 0.58360 -0.029 -0.068
76 24 8 10 0.30730 0.23230 0.34470 0.31510 0.32660 0.44820 0.42580 0.66310 0.048 -0.105
77 24 8 10 0.22960 0.24250 0.30780 0.26040 0.30560 0.36980 0.31170 0.49420 -0.049 -0.115
78 24 8 10 0.27170 0.23670 0.31970 0.29190 0.29180 0.37720 0.34790 0.55630 -0.071 -0.090
79 24 8 10 0.23120 0.25140 0.31750 0.26750 0.29980 0.35490 0.32220 0.49900 -0.049 -0.139
80 24 8 10 0.24850 0.23760 0.32290 0.30160 0.29790 0.39100 0.36690 0.58090 0.053 -0.242
81 24 8 10 0.24430 0.25150 0.33500 0.26270 0.33780 0.37360 0.33630 0.50650 -0.046 -0.193
82 24 8 10 0.22210 0.24150 0.32580 0.25350 0.29240 0.35780 0.30920 0.50020 -0.133 -0.107
83 24 8 10 0.23540 0.22470 0.33750 0.27280 0.35630 0.40880 0.34120 0.54260 0.003 -0.113
84 24 8 10 0.24150 0.22380 0.32370 0.28300 0.30530 0.39350 0.33840 0.55760 -0.072 -0.161
85 24 8 10 0.24080 0.26470 0.33770 0.28140 0.31300 0.38530 0.32540 0.52870 -0.065 -0.179
86 24 8 10 0.22400 0.24990 0.32420 0.27320 0.30470 0.37210 0.34530 0.53120 -0.112 -0.024
87 24 8 10 0.20980 0.23360 0.31940 0.26220 0.31020 0.36910 0.31810 0.50730 -0.126 -0.186
88 24 8 10 0.26040 0.22550 0.33850 0.26290 0.29540 0.42270 0.35900 0.59430 -0.058 -0.004
89 24 8 10 0.27120 0.23040 0.33760 0.29850 0.30320 0.43580 0.40430 0.64140 -0.062 -0.063
90 24 8 10 0.23080 0.23460 0.32080 0.26500 0.30270 0.37830 0.33710 0.53220 -0.081 -0.112
91 24 8 10 0.26730 0.24020 0.35240 0.33300 0.31650 0.37610 0.36610 0.59380 -0.101 -0.169
92 24 8 10 0.26760 0.22810 0.36100 0.29690 0.30590 0.42910 0.36850 0.62670 -0.003 -0.102
93 24 8 10 0.22620 0.24180 0.35690 0.26420 0.34450 0.37840 0.32300 0.51720 -0.115 -0.150
94 24 8 10 0.25210 0.22780 0.33130 0.27930 0.30110 0.41720 0.38240 0.60460 -0.007 -0.099
95 24 8 10 0.25500 0.23130 0.33470 0.28490 0.30260 0.39140 0.35480 0.57200 -0.100 -0.074
96 24 8 10 0.26630 0.23480 0.33610 0.29410 0.30670 0.42160 0.37420 0.60670 -0.090 -0.140
97 24 8 10 0.25110 0.24040 0.34030 0.29870 0.29460 0.37740 0.34610 0.56810 -0.133 -0.108
98 24 8 10 0.25660 0.22600 0.33800 0.28490 0.30320 0.40080 0.35170 0.58040 -0.063 -0.081
99 24 8 10 0.24830 0.23320 0.32040 0.27150 0.33450 0.39440 0.35600 0.54070 -0.013 -0.098
100 24 8 10 0.23030 0.22920 0.32760 0.26750 0.29580 0.38660 0.32760 0.54370 -0.104 -0.117
1 24 8 15 0.25620 0.25410 0.33380 0.29420 0.31040 0.36360 0.32450 0.52390 -0.104 -0.225
2 24 8 15 0.26430 0.23150 0.35680 0.26840 0.30310 0.44300 0.36720 0.62050 -0.163 -0.041
3 24 8 15 0.31220 0.22840 0.36510 0.32710 0.29960 0.43610 0.39840 0.66880 -0.116 -0.070
4 24 8 15 0.26580 0.23450 0.35060 0.28920 0.29910 0.40870 0.37410 0.60750 -0.119 -0.153
5 24 8 15 0.24030 0.25830 0.33870 0.29830 0.34820 0.37890 0.31070 0.50580 -0.061 -0.209
6 24 8 15 0.28240 0.22630 0.35830 0.30430 0.31060 0.44070 0.40320 0.65570 -0.054 -0.108
7 24 8 15 0.30030 0.24030 0.37850 0.31500 0.29180 0.41550 0.37300 0.64140 -0.174 -0.166
8 24 8 15 0.25810 0.23340 0.37070 0.31660 0.37560 0.42210 0.37480 0.60060 -0.073 -0.155
9 24 8 15 0.25010 0.23010 0.37140 0.30150 0.31940 0.40120 0.34490 0.59480 -0.113 -0.197
10 24 8 15 0.26750 0.23600 0.36710 0.27750 0.35650 0.42940 0.35350 0.58160 -0.131 -0.147
11 24 8 15 0.26920 0.23430 0.33110 0.28970 0.30310 0.40620 0.35920 0.58380 -0.079 -0.150
12 24 8 15 0.25490 0.24340 0.36090 0.28300 0.32000 0.39720 0.32740 0.56000 -0.159 -0.186
13 24 8 15 0.25360 0.23870 0.34380 0.29270 0.31820 0.38830 0.33760 0.55710 -0.183 -0.125
14 24 8 15 0.28820 0.26020 0.37470 0.33270 0.29800 0.40330 0.36630 0.62560 -0.105 -0.204
15 24 8 15 0.24510 0.23590 0.34240 0.28930 0.30000 0.39710 0.34710 0.57740 -0.147 -0.213
16 24 8 15 0.24410 0.22640 0.34560 0.29910 0.34220 0.40270 0.34990 0.57020 -0.118 -0.207
17 24 8 15 0.28790 0.24010 0.38280 0.29010 0.34450 0.44400 0.35420 0.61400 -0.112 -0.110
18 24 8 15 0.26990 0.24660 0.32900 0.27320 0.29470 0.37720 0.32980 0.53500 -0.129 -0.137
19 24 8 15 0.25430 0.25270 0.35030 0.28920 0.30400 0.38430 0.33010 0.55390 -0.148 -0.147
20 24 8 15 0.25950 0.23170 0.36090 0.30460 0.32550 0.41980 0.37970 0.61950 -0.074 -0.169
21 24 8 15 0.24810 0.24350 0.34620 0.29440 0.36430 0.40210 0.34080 0.54080 -0.136 -0.171
22 24 8 15 0.26620 0.23260 0.34530 0.29000 0.34310 0.44490 0.39700 0.62210 -0.110 -0.100
23 24 8 15 0.26710 0.23490 0.34470 0.29980 0.33050 0.39080 0.34890 0.56460 -0.023 -0.140
24 24 8 15 0.26900 0.22380 0.34740 0.30940 0.30700 0.39050 0.36010 0.59520 -0.103 -0.135
25 24 8 15 0.25860 0.24670 0.36570 0.28220 0.30400 0.38140 0.34140 0.56750 -0.172 -0.152
26 24 8 15 0.25810 0.24700 0.35000 0.28300 0.30610 0.41000 0.33890 0.57520 -0.174 -0.177
27 24 8 15 0.26270 0.24450 0.35690 0.31850 0.30460 0.38500 0.35430 0.59160 -0.093 -0.311
28 24 8 15 0.28050 0.23150 0.37200 0.30930 0.30380 0.41770 0.36420 0.62880 -0.140 -0.175
29 24 8 15 0.26300 0.23490 0.35640 0.29410 0.29910 0.40130 0.34570 0.59110 -0.113 -0.136
30 24 8 15 0.23800 0.25580 0.34720 0.30540 0.32220 0.36670 0.33800 0.54150 -0.077 -0.240
31 24 8 15 0.29380 0.23440 0.37390 0.32510 0.31720 0.46630 0.42390 0.69790 -0.067 -0.096
32 24 8 15 0.25260 0.23870 0.35750 0.28540 0.29900 0.40060 0.35290 0.58980 -0.119 -0.189
33 24 8 15 0.26800 0.23640 0.34800 0.30770 0.28750 0.39370 0.36310 0.60350 -0.134 -0.203
34 24 8 15 0.26910 0.23050 0.36030 0.31270 0.33060 0.39840 0.36010 0.59470 -0.147 -0.202
35 24 8 15 0.23850 0.22860 0.35590 0.30010 0.31830 0.41450 0.36120 0.60450 -0.088 -0.225
36 24 8 15 0.24380 0.23140 0.34100 0.27090 0.31380 0.40060 0.34470 0.56300 -0.142 -0.136
37 24 8 15 0.26170 0.23100 0.34070 0.27090 0.30540 0.40260 0.35420 0.57470 -0.060 -0.121
38 24 8 15 0.27510 0.23300 0.35020 0.28220 0.36450 0.41870 0.37810 0.57750 0.003 -0.178
39 24 8 15 0.29240 0.23400 0.34650 0.31150 0.29550 0.44460 0.41860 0.66930 -0.041 -0.063
40 24 8 15 0.26230 0.23220 0.33990 0.28520 0.28600 0.39530 0.35860 0.58820 -0.126 -0.085
41 24 8 15 0.29670 0.23500 0.34930 0.31290 0.29030 0.44260 0.40820 0.66560 -0.120 -0.138
42 24 8 15 0.26140 0.24020 0.36210 0.29730 0.31570 0.40590 0.34790 0.58990 -0.148 -0.075
43 24 8 15 0.25970 0.23290 0.34710 0.28880 0.29890 0.39890 0.35300 0.58650 -0.119 -0.190
44 24 8 15 0.28910 0.23310 0.34930 0.30550 0.32780 0.44970 0.41970 0.65720 -0.070 -0.161
45 24 8 15 0.29280 0.24130 0.36210 0.33400 0.30840 0.44440 0.39710 0.66680 -0.023 -0.088
46 24 8 15 0.25770 0.24850 0.34590 0.27950 0.29620 0.38650 0.34230 0.56110 -0.132 -0.153
47 24 8 15 0.25640 0.24550 0.35520 0.28790 0.31760 0.41890 0.35830 0.59310 -0.050 -0.184
48 24 8 15 0.24500 0.24680 0.33210 0.27720 0.33840 0.38760 0.34110 0.52760 -0.147 -0.148
49 24 8 15 0.27920 0.23620 0.36340 0.32360 0.31150 0.39160 0.36710 0.61000 -0.076 -0.190
50 24 8 15 0.26900 0.23120 0.33250 0.27520 0.30110 0.42070 0.37770 0.60140 -0.134 -0.049
51 24 8 15 0.26860 0.23100 0.37260 0.31000 0.30280 0.41510 0.36270 0.62740 -0.110 -0.146
52 24 8 15 0.26770 0.23470 0.32150 0.28880 0.29210 0.37760 0.35240 0.55960 -0.099 -0.185
53 24 8 15 0.24970 0.23390 0.36710 0.30170 0.34930 0.41770 0.36670 0.59830 0.010 -0.180
54 24 8 15 0.25850 0.23520 0.34680 0.29640 0.31170 0.39340 0.34950 0.57660 -0.072 -0.190
55 24 8 15 0.26450 0.28760 0.38050 0.29360 0.33290 0.39780 0.31260 0.54170 -0.097 -0.234
56 24 8 15 0.25740 0.23480 0.34460 0.27560 0.32230 0.40260 0.35490 0.56900 -0.145 -0.124
57 24 8 15 0.24690 0.23800 0.31950 0.28880 0.30880 0.38830 0.36390 0.56270 -0.109 -0.155
58 24 8 15 0.23020 0.23990 0.32840 0.27740 0.29580 0.38400 0.34020 0.55040 -0.106 -0.174
59 24 8 15 0.27130 0.24930 0.35130 0.30880 0.32190 0.38640 0.34550 0.56720 -0.136 -0.233
60 24 8 15 0.24300 0.23140 0.33290 0.29390 0.29750 0.36640 0.33700 0.55050 -0.092 -0.116
61 24 8 15 0.25830 0.23410 0.38130 0.30660 0.35810 0.41840 0.37300 0.60870 -0.041 -0.200
62 24 8 15 0.28340 0.22480 0.34460 0.33870 0.31180 0.41000 0.40380 0.64560 -0.072 -0.243
63 24 8 15 0.24660 0.27240 0.36250 0.30250 0.34970 0.40120 0.33260 0.54590 -0.145 -0.187
64 24 8 15 0.27540 0.23390 0.32810 0.29280 0.31970 0.38610 0.36590 0.56520 -0.001 -0.188
65 24 8 15 0.24130 0.22640 0.31610 0.27280 0.30080 0.38670 0.35350 0.55410 -0.079 -0.140
66 24 8 15 0.25140 0.24710 0.37590 0.29050 0.30610 0.38950 0.32920 0.57530 -0.170 -0.154
67 24 8 15 0.28010 0.29030 0.41890 0.33370 0.31250 0.39680 0.33410 0.61150 -0.178 -0.201
68 24 8 15 0.25520 0.24060 0.32810 0.31370 0.32630 0.40540 0.39530 0.60190 -0.013 -0.116
69 24 8 15 0.23760 0.26470 0.35180 0.29430 0.31840 0.39120 0.33870 0.55390 -0.143 -0.115
70 24 8 15 0.26330 0.23830 0.34100 0.29870 0.29600 0.38300 0.34670 0.57270 -0.174 -0.166
71 24 8 15 0.28470 0.23180 0.38530 0.31380 0.33480 0.43710 0.38040 0.64560 -0.101 -0.177
72 24 8 15 0.25310 0.22490 0.33080 0.28420 0.30450 0.38040 0.34410 0.55680 -0.018 -0.148
73 24 8 15 0.26340 0.23270 0.37750 0.28770 0.32470 0.42620 0.36910 0.61930 -0.137 -0.066
74 24 8 15 0.25920 0.22960 0.34030 0.29740 0.31530 0.39630 0.36380 0.58440 -0.120 -0.121
